unit,time,treated,log_gdp_pc,Y_resid,trade_openness,inv_share,log_pop,log_emp,log_gdp_emp
North Macedonia,2013,1,9.59212537760962,-0.41547006395650854,-0.18424764275550798,0.256936460733414,0.6997652328615207,-0.24412038035312875,10.536010990824268
Poland,1990,0,9.247028327328188,-0.6219877827439166,0.038373533636331496,0.196378812193871,3.6390444380268034,2.757970572158787,10.128102193196204
Poland,1991,0,9.188398536120445,-0.49077559310443064,-0.001039683818817097,0.161882534623146,3.6416030024534374,2.698093584243977,10.131907954329906
Poland,1992,0,9.248313435222936,-0.29059280804028553,-0.0127925351262093,0.132128596305847,3.6437157563591978,2.688995771771904,10.20303341981023
Poland,1993,0,9.313796230898848,-0.24331563757259644,-0.027945853769778997,0.139224022626877,3.645316258014598,2.6654539649190925,10.293658523994354
Poland,1994,0,9.382777317965413,-0.1936424613376353,-0.020740821957588598,0.142370030283928,3.646606224769976,2.6759664752339964,10.353417067501393
Poland,1995,0,9.468995977316746,-0.20415853226150027,-0.025811582803725988,0.161710813641548,3.6471369058056955,2.6937595536871717,10.422373329435269
Poland,1996,0,9.533923511882236,-0.21938712707592245,-0.054310008883475994,0.178078010678291,3.646993638728535,2.705162952393138,10.475754198217633
Poland,1997,0,9.59116894183925,-0.2251367717276338,-0.067858248949051,0.190334156155586,3.646710459045641,2.718935174282087,10.518944226602803
Poland,1998,0,9.643572653201735,-0.22446709591992509,-0.074276991188526,0.20036768913269,3.646139919162586,2.730187923446899,10.559524648917423
Poland,1999,0,9.692532095464859,-0.15345256100745885,-0.068006195127964,0.199488610029221,3.6451290353167787,2.696382925238678,10.64127820554296
Poland,2000,0,9.715551911562683,-0.1065646780288052,-0.064950160682201,0.196958720684052,3.6443545445497447,2.6730263673661607,10.686880088746266
Poland,2001,0,9.738640773874824,0.052942727855233684,-0.058561950922012995,0.169428423047066,3.6440744598459496,2.6504639784440607,10.732251255276712
Poland,2002,0,9.766630431929128,0.1758203296450631,-0.059892103075980974,0.152072697877884,3.6436050623673935,2.619825847320706,10.790409646975816
Poland,2003,0,9.762205737040182,0.1514734869295271,-0.05798527598381001,0.157806575298309,3.64292776266654,2.6084147386059136,10.796718761100808
Poland,2004,0,9.81752564857876,0.09314424312768743,-0.06596587598323903,0.181593596935272,3.641986254568875,2.6191334761539076,10.840378426993729
Poland,2005,0,9.832761284161325,0.06284963474229954,-0.050812125205992986,0.189033761620522,3.640853946270326,2.639830392476164,10.833784837955488
Poland,2006,0,9.891046097630419,0.06043516216912792,-0.06601440906524603,0.198590934276581,3.6394572239828937,2.670491502237246,10.860011819376068
Poland,2007,0,9.988113481039292,0.0662496570495783,-0.08075529336929399,0.213416337966919,3.6381234101183875,2.7135579244108308,10.91267896674685
Poland,2008,0,10.02918240867556,0.08904092616588066,-0.105954200029373,0.21291971206665,3.6374783118057445,2.750215043598407,10.916445676882898
Poland,2009,0,10.094762536728142,0.3298108685350094,-0.056458264589309026,0.174793466925621,3.6376428686447206,2.7444302157148437,10.98797518965802
Poland,2010,0,10.154508778341658,0.37360721974183164,-0.05889528989791898,0.180189415812492,3.6400922536901126,2.7315059631389382,11.063095068892832
Poland,2011,0,10.240611304884608,0.44059553179051214,-0.06536677479743996,0.183744445443153,3.6430617465648805,2.739892853778146,11.143780197671342
